"COMPANY","PROMOTER & PROMOTER GROUP (A)","PUBLIC (B)","SHARES UNDERLYING DRS (C1)","SHARES HELD BY EMPLOYEE TRUSTS (C2)","AS ON DATE","ACTION"
"Security and Intelligence Services (India) Limited","73.71","26.29",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153233_349158_21102020091703_WEB.xml"
"Asahi India Glass Limited","54.27","45.73",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153234_349165_21102020092140_WEB.xml"
"Chemcon Speciality Chemicals Limited","74.47","25.53",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153235_349167_21102020092556_WEB.xml"
"Mukta Arts Limited","70.37","29.63",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153236_349176_21102020092946_WEB.xml"
"Dalmia Bharat Sugar and Industries Limited","74.91","25.09",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153237_349178_21102020093434_WEB.xml"
"Redington (India) Limited","0","100",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153238_349197_21102020100940_WEB.xml"
"Godrej Agrovet Limited","70.07","29.93",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153239_349204_21102020102154_WEB.xml"
"Consolidated Construction Consortium Limited","15.51","84.49",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153240_349207_21102020102745_WEB.xml"
"Reliance Naval and Engineering Limited","0","100",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153241_349209_21102020103349_WEB.xml"
"IndoStar Capital Finance Limited","93.73","6.27",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153242_349211_21102020103423_WEB.xml"
"Reliance Infrastructure Limited","4.98","94.84",,"0.17","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153243_349216_21102020104036_WEB.xml"
"Globe Textiles (India) Limited","73.36","26.64",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153245_349218_21102020104345_WEB.xml"
"Syncom Healthcare Limited","0.13","99.87",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153246_349230_21102020105643_WEB.xml"
"Reliance Industries Limited","50.49","49.51",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153247_349236_21102020111054_WEB.xml"
"Aurangabad Distillery Limited","74.93","25.08",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153248_349243_21102020113137_WEB.xml"
"Themis Medicare Limited","67.27","32.73",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153249_349245_21102020113331_WEB.xml"
"B&B Triplewall Containers Limited","71.43","28.57",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153251_349248_21102020114336_WEB.xml"
"Country Club Hospitality & Holidays Limited","73.8","26.2",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153252_349253_22102020121611_WEB.xml"
"ICDS Limited","52.21","47.79",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153253_349438_22102020031144_WEB.xml"
"SecUR Credentials Limited","61.59","38.41",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153261_350264_23102020111706_WEB.xml"
"Radha Madhav Corporation Limited","24.95","75.05",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153263_350314_24102020104953_WEB.xml"
"Neueon Towers Limited","37.27","62.73",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153264_350503_24102020082635_WEB.xml"
"Chromatic India Limited","12.91","87.09",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153265_350522_24102020100329_WEB.xml"
"Manpasand Beverages Limited","44.33","55.67",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153267_350650_26102020044807_WEB.xml"
"Cadsys (India) Limited","47.68","52.31",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153268_350769_26102020092630_WEB.xml"
"Jet Airways (India) Limited","24.99","75.01",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153269_350798_27102020094245_WEB.xml"
"Dev Information Technology Limited","69.07","30.92",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153271_350957_27102020045806_WEB.xml"
"Hemisphere Properties India Limited","26.12","73.88",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153273_353565_02112020021302_WEB.xml"
"Tarmat Limited","43.3","56.7",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153274_351162_28102020111023_WEB.xml"
"Diligent Media Corporation Limited","62.17","37.83",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153277_352695_30102020041952_WEB.xml"
"Atcom Technologies Limited","14.1","85.9",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153288_353409_31102020090218_WEB.xml"
"Simplex Projects Limited","56.26","43.74",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153294_354377_04112020021627_WEB.xml"
"Rajshree Sugars & Chemicals Limited","47.83","52.17",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153297_354524_04112020045945_WEB.xml"
"Blue Blends (I) Limited","53.16","46.84",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153317_365148_20112020023555_WEB.xml"
"Bohra Industries Limited","61.16","38.84",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153320_365429_21112020012619_WEB.xml"
"KSS Limited","0","100",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_153327_365861_24112020032131_WEB.xml"
