,SYMBOL,COMPANY,REGULATION,NAME OF THE ACQUIRER/DISPOSER,CATEGORY OF PERSON,TYPE OF SECURITY (PRIOR),NO. OF SECURITY (PRIOR),% SHAREHOLDING (PRIOR),TYPE OF SECURITY (ACQUIRED/DISPLOSED),NO. OF SECURITIES (ACQUIRED/DISPLOSED),VALUE OF SECURITY (ACQUIRED/DISPLOSED),ACQUISITION/DISPOSAL TRANSACTION TYPE,TYPE OF SECURITY (POST),NO. OF SECURITY (POST),% POST,DATE OF ALLOTMENT/ACQUISITION FROM,DATE OF ALLOTMENT/ACQUISITION TO,DATE OF INITMATION TO COMPANY,MODE OF ACQUISITION,DERIVATIVE TYPE SECURITY,DERIVATIVE CONTRACT SPECIFICATION,NOTIONAL VALUE(BUY),NUMBER OF UNITS/CONTRACT LOT SIZE (BUY),NOTIONAL VALUE(SELL),NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL),EXCHANGE,REMARK,BROADCASTE DATE AND TIME,XBRL
928,DMART,Avenue Supermarts Limited,7(2),Sandeep Dhembare,Employees/Designated Employees,Equity Shares,35475,0.01,,1000,2399425,Sell,Equity Shares,34475,0.01,11-Nov-2020,12-Nov-2020,13-Nov-2020,Market Sale,-,-,0,0,0,0,NSE,-,16-Nov-2020 17:46,https://archives.nseindia.com/corporate/xbrl/IT_1083402_364064_16112020054611_WEB.xml
929,DMART,Avenue Supermarts Limited,7(2),Ajay Wasan,Employees/Designated Employees,Equity Shares,65400,0.01,,2000,4400000,Buy,Equity Shares,67400,0.01,02-Nov-2020,02-Nov-2020,16-Nov-2020,Gift,-,-,0,0,0,0,,-,16-Nov-2020 17:46,https://archives.nseindia.com/corporate/xbrl/IT_1083402_364064_16112020054611_WEB.xml
930,DMART,Avenue Supermarts Limited,7(2),Mahesh Ramji Nagda,Employees/Designated Employees,Equity Shares,2120,0.0,,25,58125,Sell,Equity Shares,2095,0.0,09-Nov-2020,09-Nov-2020,13-Nov-2020,Market Sale,-,-,0,0,0,0,NSE,-,16-Nov-2020 17:46,https://archives.nseindia.com/corporate/xbrl/IT_1083402_364064_16112020054611_WEB.xml
931,DMART,Avenue Supermarts Limited,7(2),Mahesh Ramji Nagda,Employees/Designated Employees,Equity Shares,2020,0.0,,110,262616,Sell,Equity Shares,1910,0.0,11-Nov-2020,11-Nov-2020,13-Nov-2020,Market Sale,-,-,0,0,0,0,NSE,-,16-Nov-2020 17:46,https://archives.nseindia.com/corporate/xbrl/IT_1083402_364064_16112020054611_WEB.xml
932,MPHASIS,MphasiS Limited,7(2),Jeetesh T Khatwani,Employees/Designated Employees,Equity Shares,15080,0.01,,9831,13689962,Sell,Equity Shares,5249,0.0,04-Nov-2020,04-Nov-2020,16-Nov-2020,Market Sale,-,-,0,0,0,0,NSE,-,16-Nov-2020 17:35,https://archives.nseindia.com/corporate/xbrl/IT_1083400_364061_16112020053558_WEB.xml
933,MPHASIS,MphasiS Limited,7(2),Jeetesh T Khatwani,Employees/Designated Employees,Equity Shares,5249,0.0,,4249,5907682,Sell,Equity Shares,1000,0.0,05-Nov-2020,05-Nov-2020,16-Nov-2020,Market Sale,-,-,0,0,0,0,NSE,-,16-Nov-2020 17:35,https://archives.nseindia.com/corporate/xbrl/IT_1083400_364061_16112020053558_WEB.xml
934,ITC,ITC Limited,7(2),ASHWIN Y MOODLIAR,Employees/Designated Employees,Equity Shares,305049,0.0,,46000,8668700,Sell,Equity Shares,259049,0.0,13-Nov-2020,13-Nov-2020,13-Nov-2020,Market Sale,-,-,0,0,0,0,NSE,-,16-Nov-2020 17:35,https://archives.nseindia.com/corporate/xbrl/IT_1083399_364059_16112020053512_WEB.xml
935,ITC,ITC Limited,7(2),T. SATISH KUMAR,Employees/Designated Employees,Equity Shares,112087,0.0,,20000,3760000,Sell,Equity Shares,92087,0.0,12-Nov-2020,12-Nov-2020,13-Nov-2020,Market Sale,-,-,0,0,0,0,NSE,-,16-Nov-2020 17:35,https://archives.nseindia.com/corporate/xbrl/IT_1083399_364059_16112020053512_WEB.xml
936,ITC,ITC Limited,7(2),T. SATISH KUMAR,Employees/Designated Employees,Equity Shares,112087,0.0,,20000,3760000,Pledge Revoke,Equity Shares,112087,0.0,12-Nov-2020,12-Nov-2020,13-Nov-2020,Revokation of Pledge,-,-,0,0,0,0,,-,16-Nov-2020 17:35,https://archives.nseindia.com/corporate/xbrl/IT_1083399_364059_16112020053512_WEB.xml
937,ITC,ITC Limited,7(2),D.V.R. RAJIV MOHAN,Employees/Designated Employees,Equity Shares,291729,0.0,,3500,657755,Sell,Equity Shares,288229,0.0,13-Nov-2020,13-Nov-2020,14-Nov-2020,Market Sale,-,-,0,0,0,0,NSE,-,16-Nov-2020 17:35,https://archives.nseindia.com/corporate/xbrl/IT_1083399_364059_16112020053512_WEB.xml
938,ITC,ITC Limited,7(2),D.V.R. RAJIV MOHAN,Employees/Designated Employees,Equity Shares,298729,0.0,,7000,1314670,Sell,Equity Shares,291729,0.0,12-Nov-2020,12-Nov-2020,14-Nov-2020,Market Sale,-,-,0,0,0,0,NSE,-,16-Nov-2020 17:35,https://archives.nseindia.com/corporate/xbrl/IT_1083399_364059_16112020053512_WEB.xml
939,WIPRO,Wipro Limited,7(2),Vinay Firake,Employees/Designated Employees,ADR/GDR/FCCB,16667,0.0,,13333,4933397,Buy,ADR/GDR/FCCB,30000,0.0,13-Nov-2020,13-Nov-2020,16-Nov-2020,ESOP,-,-,0,0,0,0,,-,16-Nov-2020 17:29,https://archives.nseindia.com/corporate/xbrl/IT_1083396_364055_16112020052923_WEB.xml
940,WIPRO,Wipro Limited,7(2),Vinay Firake,Employees/Designated Employees,ADR/GDR/FCCB,8667,0.0,,8000,2960112,Buy,ADR/GDR/FCCB,16667,0.0,13-Nov-2020,13-Nov-2020,16-Nov-2020,ESOP,-,-,0,0,0,0,,-,16-Nov-2020 17:29,https://archives.nseindia.com/corporate/xbrl/IT_1083396_364055_16112020052923_WEB.xml
941,MRF,MRF Limited,7(2),BADRA ESTATES AND INDUSTRIES LIMITED,Promoters,Equity Shares,7160,0.17,,130,9249505,Sell,Equity Shares,7030,0.17,13-Nov-2020,13-Nov-2020,16-Nov-2020,Market Sale,-,-,0,0,0,0,NSE,-,16-Nov-2020 17:21,https://archives.nseindia.com/corporate/xbrl/IT_1083394_364052_16112020052135_WEB.xml
942,MRF,MRF Limited,7(2),BADRA ESTATES AND INDUSTRIES LIMITED,Promoters,Equity Shares,7180,0.17,,20,1381297,Sell,Equity Shares,7160,0.17,12-Nov-2020,12-Nov-2020,16-Nov-2020,Market Sale,-,-,0,0,0,0,NSE,-,16-Nov-2020 17:21,https://archives.nseindia.com/corporate/xbrl/IT_1083394_364052_16112020052135_WEB.xml
943,GREENPLY,Greenply Industries Limited,7(2),S. M. MANAGEMENT PVT. LTD.,Promoter Group,Equity Shares,32915424,26.84,,10000,1000000,Buy,Equity Shares,32925424,26.85,14-Nov-2020,14-Nov-2020,16-Nov-2020,Market Purchase,-,-,0,0,0,0,NSE,-,16-Nov-2020 17:19,https://archives.nseindia.com/corporate/xbrl/IT_1083392_364049_16112020051924_WEB.xml
944,REPRO,Repro India Limited,7(2),Kunal Vohra,Promoter Group,Equity Shares,41896,0.35,,2725,987466,Buy,Equity Shares,44621,0.37,12-Nov-2020,13-Nov-2020,13-Nov-2020,Market Purchase,-,-,0,0,0,0,NSE,-,16-Nov-2020 17:03,https://archives.nseindia.com/corporate/xbrl/IT_1083390_364042_16112020050316_WEB.xml
945,GLENMARK,Glenmark Pharmaceuticals Limited,7(2),AISHA LOUISE SALDANHA,Immediate relative,Equity Shares,Nil,0.0,,10000,4877192,Buy,Equity Shares,10000,0.0,13-Nov-2020,13-Nov-2020,14-Nov-2020,Market Purchase,-,-,0,0,0,0,NSE,-,16-Nov-2020 16:51,https://archives.nseindia.com/corporate/xbrl/IT_1083388_364039_16112020045122_WEB.xml
946,GLENMARK,Glenmark Pharmaceuticals Limited,7(2),RAYNA MARIE SALDANHA,Immediate relative,Equity Shares,Nil,0.0,,10000,4877519,Buy,Equity Shares,10000,0.0,13-Nov-2020,13-Nov-2020,14-Nov-2020,Market Purchase,-,-,0,0,0,0,NSE,-,16-Nov-2020 16:51,https://archives.nseindia.com/corporate/xbrl/IT_1083388_364039_16112020045122_WEB.xml
947,GEEKAYWIRE,Geekay Wires Limited,7(2),KANDOI INDUSTRIES INDIA PRIVATE LIMITED,Promoters,Equity Shares,2280230,21.82,,22650,1411689,Sell,Equity Shares,2257580,21.6,12-Nov-2020,14-Nov-2020,14-Nov-2020,Market Sale,-,-,0,0,0,0,NSE,-,16-Nov-2020 16:38,https://archives.nseindia.com/corporate/xbrl/IT_1083386_364036_16112020043837_WEB.xml
948,VGUARD,V-Guard Industries Limited,7(2),Mr. Muralidharan M V,Employees/Designated Employees,Equity Shares,286385,0.07,,2000,344570,Sell,Equity Shares,284385,0.07,13-Nov-2020,14-Nov-2020,16-Nov-2020,Market Sale,-,-,0,0,0,0,NSE,-,16-Nov-2020 15:47,https://archives.nseindia.com/corporate/xbrl/IT_1083383_364021_16112020034749_WEB.xml
949,GULFOILLUB,Gulf Oil Lubricants India Limited,7(2),Mr. Ravi Chawla,Director,Equity Shares,93110,0.18,,3000,2054411,Sell,Equity Shares,90110,0.18,12-Nov-2020,12-Nov-2020,13-Nov-2020,Market Sale,-,-,0,0,0,0,NSE,-,16-Nov-2020 14:49,https://archives.nseindia.com/corporate/xbrl/IT_1083381_364018_16112020024947_WEB.xml
950,TCI,Transport Corporation of India Limited,7(2),Vineet Agarwal-HUF,Promoter Group,Equity Shares,45765,0.06,,3400,789990,Buy,Equity Shares,49165,0.06,13-Nov-2020,13-Nov-2020,16-Nov-2020,Market Purchase,-,-,0,0,0,0,NSE,-,16-Nov-2020 14:36,https://archives.nseindia.com/corporate/xbrl/IT_1083379_364015_16112020023611_WEB.xml
951,NCLIND,NCL Industries Limited,7(2),K.Pooja,Director,Equity Shares,1390248,3.07,,14953,2104336,Buy,Equity Shares,1405201,3.11,13-Nov-2020,13-Nov-2020,13-Nov-2020,Market Purchase,-,-,0,0,0,0,NSE,-,16-Nov-2020 13:32,https://archives.nseindia.com/corporate/xbrl/IT_1083377_364006_16112020013245_WEB.xml
952,NCLIND,NCL Industries Limited,7(2),Vinodrai v Goradia,Director,Equity Shares,580702,1.28,,500,72164,Buy,Equity Shares,581202,1.28,13-Nov-2020,13-Nov-2020,13-Nov-2020,Market Purchase,-,-,0,0,0,0,NSE,-,16-Nov-2020 13:32,https://archives.nseindia.com/corporate/xbrl/IT_1083377_364006_16112020013245_WEB.xml
953,NCLIND,NCL Industries Limited,7(2),Goradia Charulata Vinodrai,Promoter Group,Equity Shares,339238,0.75,,500,72064,Buy,Equity Shares,339738,0.75,13-Nov-2020,13-Nov-2020,13-Nov-2020,Market Purchase,-,-,0,0,0,0,NSE,-,16-Nov-2020 13:32,https://archives.nseindia.com/corporate/xbrl/IT_1083377_364006_16112020013245_WEB.xml
954,NCLIND,NCL Industries Limited,7(2),Ashwin V Goradia,Promoter Group,Equity Shares,85394,0.19,,1415,204245,Buy,Equity Shares,86809,0.19,13-Nov-2020,13-Nov-2020,13-Nov-2020,Market Purchase,-,-,0,0,0,0,NSE,-,16-Nov-2020 13:32,https://archives.nseindia.com/corporate/xbrl/IT_1083377_364006_16112020013245_WEB.xml
955,NCLIND,NCL Industries Limited,7(2),NCL holdings (A&S) Ltd,Promoter Group,Equity Shares,949563,2.1,,17368,2452809,Sell,Equity Shares,932195,2.06,13-Nov-2020,13-Nov-2020,13-Nov-2020,Market Sale,-,-,0,0,0,0,NSE,-,16-Nov-2020 13:32,https://archives.nseindia.com/corporate/xbrl/IT_1083377_364006_16112020013245_WEB.xml
956,BAJAJELEC,Bajaj Electricals Limited,7(2),MR DILEEP SHARMA,Employees/Designated Employees,Equity Shares,27754,0.02,,10000,5520000,Sell,Equity Shares,17754,0.02,12-Nov-2020,12-Nov-2020,13-Nov-2020,Market Sale,-,-,0,0,0,0,NSE,-,16-Nov-2020 13:02,https://archives.nseindia.com/corporate/xbrl/IT_1083375_364003_16112020010257_WEB.xml
957,BERGEPAINT,Berger Paints (I) Limited,7(2),TILAK RAJ MENDIRATTA,Employees/Designated Employees,Equity Shares,8956,0.0,,750,487500,Sell,Equity Shares,8206,0.0,13-Nov-2020,13-Nov-2020,16-Nov-2020,Market Sale,-,-,0,0,0,0,NSE,-,16-Nov-2020 12:56,https://archives.nseindia.com/corporate/xbrl/IT_1083373_363999_16112020125612_WEB.xml
958,ASTEC,Astec LifeSciences Limited,7(2),Ashok Vishwanath Hiremath,Promoters,Equity Shares,1487514,7.6,,520000,527189374,Sell,Equity Shares,967514,4.94,13-Nov-2020,13-Nov-2020,15-Nov-2020,Market Sale,-,-,0,0,0,0,BSE,-,15-Nov-2020 22:47,https://archives.nseindia.com/corporate/xbrl/IT_1083371_363986_15112020104755_WEB.xml
959,EICHERMOT,Eicher Motors Limited,7(2),SIMON WARBURTON,Employees/Designated Employees,Equity Shares,Nil,0.0,,4500,6632550,Buy,Equity Shares,4500,0.0,12-Nov-2020,12-Nov-2020,12-Nov-2020,ESOP,-,-,0,0,0,0,,-,15-Nov-2020 19:28,https://archives.nseindia.com/corporate/xbrl/IT_1083369_363961_15112020072805_WEB.xml
960,EICHERMOT,Eicher Motors Limited,7(2),JONATHAN P BENNETT,Employees/Designated Employees,Equity Shares,Nil,0.0,,2500,4419500,Buy,Equity Shares,2500,0.0,12-Nov-2020,12-Nov-2020,13-Nov-2020,ESOP,-,-,0,0,0,0,,-,15-Nov-2020 19:28,https://archives.nseindia.com/corporate/xbrl/IT_1083369_363961_15112020072805_WEB.xml
961,EICHERMOT,Eicher Motors Limited,7(2),SUDHAKAR ANANDA BHAGAVATULA,Employees/Designated Employees,Equity Shares,7550,0.0,,4600,3899650,Buy,Equity Shares,12150,0.0,12-Nov-2020,12-Nov-2020,13-Nov-2020,ESOP,-,-,0,0,0,0,,-,15-Nov-2020 19:28,https://archives.nseindia.com/corporate/xbrl/IT_1083369_363961_15112020072805_WEB.xml
962,EICHERMOT,Eicher Motors Limited,7(2),SHASHI KUMAR N,Employees/Designated Employees,Equity Shares,1500,0.0,,5000,7403500,Buy,Equity Shares,6500,0.0,12-Nov-2020,12-Nov-2020,15-Nov-2020,ESOP,-,-,0,0,0,0,,-,15-Nov-2020 19:28,https://archives.nseindia.com/corporate/xbrl/IT_1083369_363961_15112020072805_WEB.xml
963,EICHERMOT,Eicher Motors Limited,7(2),ANTHONY JOHN LOFFREDO,Employees/Designated Employees,Equity Shares,Nil,0.0,,2080,3079856,Buy,Equity Shares,2080,0.0,12-Nov-2020,12-Nov-2020,13-Nov-2020,ESOP,-,-,0,0,0,0,,-,15-Nov-2020 19:28,https://archives.nseindia.com/corporate/xbrl/IT_1083369_363961_15112020072805_WEB.xml
964,EICHERMOT,Eicher Motors Limited,7(2),MARCIN PAWEL NECZAJ,Employees/Designated Employees,Equity Shares,Nil,0.0,,6000,8884200,Buy,Equity Shares,6000,0.0,12-Nov-2020,12-Nov-2020,15-Nov-2020,ESOP,-,-,0,0,0,0,,-,15-Nov-2020 19:28,https://archives.nseindia.com/corporate/xbrl/IT_1083369_363961_15112020072805_WEB.xml
965,HGS,Hinduja Global Solutions Limited,7(2),S. Mahadevan,Other,Equity Shares,8970,0.04,,2000,1529000,Sell,Equity Shares,6970,0.03,12-Nov-2020,12-Nov-2020,13-Nov-2020,Market Sale,-,-,0,0,0,0,NSE,-,15-Nov-2020 18:52,https://archives.nseindia.com/corporate/xbrl/IT_1083367_363957_15112020065241_WEB.xml
966,MITTAL,Mittal Life Style Limited,7(2),J.K. DENIM FAB PRIVATE LIMITED,Promoter Group,Equity Shares,3686746,31.38,,15000,201750,Sell,Equity Shares,3671746,31.25,13-Nov-2020,13-Nov-2020,14-Nov-2020,Market Sale,-,-,0,0,0,0,NSE,-,15-Nov-2020 16:11,https://archives.nseindia.com/corporate/xbrl/IT_1083365_363920_15112020041124_WEB.xml
967,UPL,UPL Limited,7(2),Uniphos Enterprises Limited,Promoter Group,Equity Shares,38829531,5.08,,23375,10015979,Buy,Equity Shares,38852906,5.09,12-Nov-2020,13-Nov-2020,14-Nov-2020,Market Purchase,-,-,0,0,0,0,NSE,-,15-Nov-2020 14:19,https://archives.nseindia.com/corporate/xbrl/IT_1083363_363899_15112020021904_WEB.xml
968,GODFRYPHLP,Godfrey Phillips India Limited,7(2),K K Modi Investment And Financial Services Private Limited,Promoter Group,Equity Shares,15243683,29.32,,60000,52490757,Buy,Equity Shares,15303683,29.43,13-Nov-2020,13-Nov-2020,13-Nov-2020,Market Purchase,-,-,0,0,0,0,NSE,-,15-Nov-2020 00:39,https://archives.nseindia.com/corporate/xbrl/IT_1083361_363852_15112020123954_WEB.xml
969,IIFLWAM,Iifl Wealth Management Limited,7(2),Yatin Shah,Director,Equity Shares,3340526,3.82,,8464,8250158,Buy,Equity Shares,3348990,3.83,14-Nov-2020,14-Nov-2020,14-Nov-2020,Market Purchase,-,-,0,0,0,0,NSE,-,14-Nov-2020 22:09,https://archives.nseindia.com/corporate/xbrl/IT_1083359_363826_14112020100932_WEB.xml
970,BODALCHEM,Bodal Chemicals Limited,7(2),Shakuntala J Patel,Promoter Group,Equity Shares,5784740,4.73,,880000,0,Buy,Equity Shares,6664740,5.45,13-Nov-2020,13-Nov-2020,14-Nov-2020,Off Market,-,-,0,0,0,0,,-,14-Nov-2020 21:54,https://archives.nseindia.com/corporate/xbrl/IT_1083357_363823_14112020095449_WEB.xml
971,AMJUMBO,A and M Jumbo Bags Limited,7(2),Mandeep Kaur Pannu,Immediate relative,Equity Shares,Nil,0.0,,2600000,26650000,Buy,Equity Shares,2600000,24.76,12-Nov-2020,12-Nov-2020,13-Nov-2020,Preferential Offer,-,-,0,0,0,0,,-,14-Nov-2020 19:02,https://archives.nseindia.com/corporate/xbrl/IT_1083355_363759_14112020070244_WEB.xml
972,INDIAMART,Indiamart Intermesh Limited,7(2),Vikas Aggarwal,Employees/Designated Employees,Equity Shares,176948,0.61,,3599,35990,Buy,Equity Shares,180547,0.62,13-Oct-2020,13-Oct-2020,12-Nov-2020,ESOP,-,-,0,0,0,0,,-,14-Nov-2020 16:47,https://archives.nseindia.com/corporate/xbrl/IT_1083353_363689_14112020044748_WEB.xml
973,INDIAMART,Indiamart Intermesh Limited,7(2),Puneet Gupta,Employees/Designated Employees,Equity Shares,1818,0.01,,1818,9064548,Sell,Equity Shares,Nil,0.01,12-Nov-2020,12-Nov-2020,12-Nov-2020,Market Sale,-,-,0,0,0,0,NSE,-,14-Nov-2020 16:47,https://archives.nseindia.com/corporate/xbrl/IT_1083353_363689_14112020044748_WEB.xml
974,INDIAMART,Indiamart Intermesh Limited,7(2),Puneet Gupta,Employees/Designated Employees,Equity Shares,Nil,0.0,,1818,18180,Buy,Equity Shares,1818,0.01,16-Oct-2020,16-Oct-2020,12-Nov-2020,ESOP,-,-,0,0,0,0,,-,14-Nov-2020 16:47,https://archives.nseindia.com/corporate/xbrl/IT_1083353_363689_14112020044748_WEB.xml
975,INDIAMART,Indiamart Intermesh Limited,7(2),Sunil Parolia,Employees/Designated Employees,Equity Shares,11494,0.04,,400,2000088,Sell,Equity Shares,11094,0.04,13-Nov-2020,13-Nov-2020,13-Nov-2020,Market Sale,-,-,0,0,0,0,NSE,-,14-Nov-2020 16:47,https://archives.nseindia.com/corporate/xbrl/IT_1083353_363689_14112020044748_WEB.xml
976,INDIAMART,Indiamart Intermesh Limited,7(2),Vikas Aggarwal,Employees/Designated Employees,Equity Shares,180157,0.62,,1610,8033900,Sell,Equity Shares,178547,0.61,13-Nov-2020,13-Nov-2020,13-Nov-2020,Market Sale,-,-,0,0,0,0,NSE,-,14-Nov-2020 16:47,https://archives.nseindia.com/corporate/xbrl/IT_1083353_363689_14112020044748_WEB.xml
977,INDIAMART,Indiamart Intermesh Limited,7(2),Vikas Aggarwal,Employees/Designated Employees,Equity Shares,180547,0.62,,390,1946174,Sell,Equity Shares,180157,0.62,12-Nov-2020,12-Nov-2020,12-Nov-2020,Market Sale,-,-,0,0,0,0,NSE,-,14-Nov-2020 16:47,https://archives.nseindia.com/corporate/xbrl/IT_1083353_363689_14112020044748_WEB.xml
978,INDIAMART,Indiamart Intermesh Limited,7(2),Sandeep Garg,Employees/Designated Employees,Equity Shares,Nil,0.0,,1090,10900,Buy,Equity Shares,1090,0.0,16-Oct-2020,16-Oct-2020,12-Nov-2020,ESOP,-,-,0,0,0,0,,-,14-Nov-2020 16:47,https://archives.nseindia.com/corporate/xbrl/IT_1083353_363689_14112020044748_WEB.xml
979,INDIAMART,Indiamart Intermesh Limited,7(2),Sandeep Garg,Employees/Designated Employees,Equity Shares,1090,0.0,,507,2532201,Sell,Equity Shares,583,0.0,12-Nov-2020,12-Nov-2020,12-Nov-2020,Market Sale,-,-,0,0,0,0,NSE,-,14-Nov-2020 16:47,https://archives.nseindia.com/corporate/xbrl/IT_1083353_363689_14112020044748_WEB.xml
980,INDIAMART,Indiamart Intermesh Limited,7(2),Sunil Parolia,Employees/Designated Employees,Equity Shares,10415,0.04,,1079,10790,Buy,Equity Shares,11494,0.04,12-Oct-2020,12-Oct-2020,13-Nov-2020,ESOP,-,-,0,0,0,0,,-,14-Nov-2020 16:47,https://archives.nseindia.com/corporate/xbrl/IT_1083353_363689_14112020044748_WEB.xml
981,AMJUMBO,A and M Jumbo Bags Limited,7(2),Varun Jigneshkumar Shah,Director,Equity Shares,Nil,0.0,,440000,440000,Buy,Equity Shares,440000,4.19,12-Nov-2020,12-Nov-2020,13-Nov-2020,Preferential Offer,-,-,0,0,0,0,,-,14-Nov-2020 13:40,https://archives.nseindia.com/corporate/xbrl/IT_1083351_363571_14112020014012_WEB.xml
982,ICICIBANK,ICICI Bank Limited,7(2),ASHISH JAIN,Employees/Designated Employees,Equity Shares,7952,0.0,,5940,1271516,Buy,Equity Shares,13892,0.0,12-Nov-2020,12-Nov-2020,13-Nov-2020,ESOP,-,-,0,0,0,0,,-,14-Nov-2020 13:19,https://archives.nseindia.com/corporate/xbrl/IT_1083349_363547_14112020011907_WEB.xml
983,ICICIBANK,ICICI Bank Limited,7(2),VIKASH SHARMA,Employees/Designated Employees,Equity Shares,188,0.0,,15000,3666750,Buy,Equity Shares,15188,0.0,12-Nov-2020,12-Nov-2020,13-Nov-2020,ESOP,-,-,0,0,0,0,,-,14-Nov-2020 13:19,https://archives.nseindia.com/corporate/xbrl/IT_1083349_363547_14112020011907_WEB.xml
984,ICICIBANK,ICICI Bank Limited,7(2),G.SRINIVAS,Employees/Designated Employees,Equity Shares,Nil,0.0,,25000,4395500,Buy,Equity Shares,25000,0.0,12-Nov-2020,12-Nov-2020,13-Nov-2020,ESOP,-,-,0,0,0,0,,-,14-Nov-2020 13:06,https://archives.nseindia.com/corporate/xbrl/IT_1083347_363529_14112020010610_WEB.xml
985,ICICIBANK,ICICI Bank Limited,7(2),THOTA PHANI KUMAR,Employees/Designated Employees,Equity Shares,534,0.0,,35990,12541034,Buy,Equity Shares,36524,0.0,12-Nov-2020,12-Nov-2020,13-Nov-2020,ESOP,-,-,0,0,0,0,,-,14-Nov-2020 13:06,https://archives.nseindia.com/corporate/xbrl/IT_1083347_363529_14112020010610_WEB.xml
986,ICICIBANK,ICICI Bank Limited,7(2),Arihant Jain,Employees/Designated Employees,Equity Shares,Nil,0.0,,17765,3950225,Buy,Equity Shares,17765,0.0,12-Nov-2020,12-Nov-2020,13-Nov-2020,ESOP,-,-,0,0,0,0,,-,14-Nov-2020 13:06,https://archives.nseindia.com/corporate/xbrl/IT_1083347_363529_14112020010610_WEB.xml
987,ICICIBANK,ICICI Bank Limited,7(2),Rajendra Khandelwal,Employees/Designated Employees,Equity Shares,123775,0.0,,14050,2367244,Buy,Equity Shares,137825,0.0,12-Nov-2020,12-Nov-2020,13-Nov-2020,ESOP,-,-,0,0,0,0,,-,14-Nov-2020 13:06,https://archives.nseindia.com/corporate/xbrl/IT_1083347_363529_14112020010610_WEB.xml
988,ICICIBANK,ICICI Bank Limited,7(2),PRASANNA BALACHANDER,Employees/Designated Employees,Equity Shares,333,0.0,,15000,3544200,Buy,Equity Shares,15333,0.0,12-Nov-2020,12-Nov-2020,13-Nov-2020,ESOP,-,-,0,0,0,0,,-,14-Nov-2020 13:06,https://archives.nseindia.com/corporate/xbrl/IT_1083347_363529_14112020010610_WEB.xml
989,ICICIBANK,ICICI Bank Limited,7(2),VIRAL RUPANI,Employees/Designated Employees,Equity Shares,Nil,0.0,,8800,1346312,Buy,Equity Shares,8800,0.0,09-Nov-2020,09-Nov-2020,13-Nov-2020,ESOP,-,-,0,0,0,0,,-,14-Nov-2020 13:06,https://archives.nseindia.com/corporate/xbrl/IT_1083347_363529_14112020010610_WEB.xml
990,GEEKAYWIRE,Geekay Wires Limited,7(2),KAMLA DEVI,Immediate relative,Equity Shares,Nil,0.0,,2100,130620,Buy,Equity Shares,2100,0.02,13-Nov-2020,13-Nov-2020,14-Nov-2020,Market Purchase,-,-,0,0,0,0,NSE,-,14-Nov-2020 12:58,https://archives.nseindia.com/corporate/xbrl/IT_1083345_363507_14112020125845_WEB.xml
991,ICICIBANK,ICICI Bank Limited,7(2),Leslie Mathew,Employees/Designated Employees,Equity Shares,Nil,0.0,,11000,2213750,Buy,Equity Shares,11000,0.0,12-Nov-2020,12-Nov-2020,13-Nov-2020,ESOP,-,-,0,0,0,0,,-,14-Nov-2020 12:44,https://archives.nseindia.com/corporate/xbrl/IT_1083342_363497_14112020124416_WEB.xml
992,ICICIBANK,ICICI Bank Limited,7(2),Sanjay Chougule,Employees/Designated Employees,Equity Shares,90117,0.0,,23000,3907370,Buy,Equity Shares,113117,0.0,12-Nov-2020,12-Nov-2020,13-Nov-2020,ESOP,-,-,0,0,0,0,,-,14-Nov-2020 12:44,https://archives.nseindia.com/corporate/xbrl/IT_1083342_363497_14112020124416_WEB.xml
993,ICICIBANK,ICICI Bank Limited,7(2),Rakesh Jha,Key Managerial Personnel,Equity Shares,88600,0.0,,66000,11115480,Buy,Equity Shares,154600,0.0,12-Nov-2020,12-Nov-2020,13-Nov-2020,ESOP,-,-,0,0,0,0,,-,14-Nov-2020 12:44,https://archives.nseindia.com/corporate/xbrl/IT_1083342_363497_14112020124416_WEB.xml
994,ICICIBANK,ICICI Bank Limited,7(2),BHAVESH PATEL,Employees/Designated Employees,Equity Shares,100,0.0,,86900,21834927,Buy,Equity Shares,87000,0.0,12-Nov-2020,12-Nov-2020,13-Nov-2020,ESOP,-,-,0,0,0,0,,-,14-Nov-2020 12:44,https://archives.nseindia.com/corporate/xbrl/IT_1083342_363497_14112020124416_WEB.xml
995,ICICIBANK,ICICI Bank Limited,7(2),VIPUL AGARWAL,Employees/Designated Employees,Equity Shares,5550,0.0,,5850,1382238,Buy,Equity Shares,11400,0.0,12-Nov-2020,12-Nov-2020,13-Nov-2020,ESOP,-,-,0,0,0,0,,-,14-Nov-2020 12:44,https://archives.nseindia.com/corporate/xbrl/IT_1083342_363497_14112020124416_WEB.xml
996,ICICIBANK,ICICI Bank Limited,7(2),HITESH SETHIA,Employees/Designated Employees,Equity Shares,Nil,0.0,,91465,43601365,Buy,Equity Shares,91465,0.0,12-Nov-2020,12-Nov-2020,13-Nov-2020,ESOP,-,-,0,0,0,0,,-,14-Nov-2020 12:44,https://archives.nseindia.com/corporate/xbrl/IT_1083342_363497_14112020124416_WEB.xml
